,woman_ratio_total
671,0.28888888888888886
672,0.2727272727272727
673,0.12280701754385964
674,0.2127659574468085
675,0.45454545454545453
676,0.45089285714285715
677,0.6867469879518072
678,0.0
679,0.0
680,0.2676056338028169
681,0.16666666666666666
682,0.5
683,0.6666666666666666
684,0.0
685,0.6037735849056604
686,0.3
687,0.0
688,0.17142857142857143
689,0.0
690,0.3333333333333333
691,0.0
692,0.29411764705882354
693,0.5
694,0.0
695,0.6666666666666666
696,0.3333333333333333
697,0.0
698,0.0
699,0.5
700,0.3333333333333333
701,0.0
702,0.16666666666666666
703,0.75
704,0.5
705,0.0
706,0.36363636363636365
707,1.0
708,0.3333333333333333
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.19402985074626866
717,0.3972602739726027
718,0.5454545454545454
719,0.4883720930232558
720,0.75
721,0.7121212121212122
722,0.6274509803921569
723,0.2857142857142857
724,0.37254901960784315
725,0.4375
726,0.0
727,0.3870967741935484
728,0.3953488372093023
729,0.0
730,0.49615384615384617
731,0.5
732,0.23943661971830985
733,0.3157894736842105
734,0.7272727272727273
735,0.0
736,0.26956521739130435
737,0.76
738,0.038461538461538464
739,0.2
740,0.22580645161290322
741,0.0
742,0.7631578947368421
743,0.36363636363636365
744,0.4117647058823529
745,0.5217391304347826
746,0.42857142857142855
747,0.125
748,0.2692307692307692
749,0.0
750,0.07692307692307693
751,0.38461538461538464
752,1.0
753,0.0
754,0.0
755,0.0
756,0.25
757,0.0
758,0.0
759,0.3333333333333333
760,0.0
761,0.3333333333333333
762,0.3333333333333333
763,1.0
764,0.0
765,0.0
766,0.0
767,0.125
768,0.5
769,0.5625
770,0.0
771,0.0
772,0.6666666666666666
773,1.0
774,1.0
775,0.6
776,1.0
777,1.0
778,0.0
779,0.3333333333333333
780,0.0
781,0.0
782,0.0
783,0.0
784,0.5822784810126582
785,0.48633879781420764
786,0.1917808219178082
787,0.3125
788,0.8181818181818182
789,0.64
790,0.4716981132075472
791,0.0
792,0.5201612903225806
793,0.2727272727272727
794,0.4734042553191489
795,0.5909090909090909
796,0.7419354838709677
797,0.8837209302325582
798,0.19696969696969696
799,0.5833333333333334
800,0.37142857142857144
801,0.5
802,0.0
803,0.5569620253164557
804,0.8043478260869565
805,0.2
806,0.0
807,0.2608695652173913
808,0.4957983193277311
809,0.23529411764705882
810,0.0
811,0.85
812,0.5714285714285714
813,0.2
814,0.0
815,0.09302325581395349
816,0.0
817,0.5
818,0.0
819,0.5555555555555556
820,0.23076923076923078
821,0.375
822,0.5714285714285714
823,0.1111111111111111
824,0.038461538461538464
825,0.8
826,0.16666666666666666
827,0.0
828,1.0
829,0.0
830,0.3333333333333333
831,0.0
832,0.25
833,1.0
834,0.0
835,0.0
836,0.14285714285714285
837,0.3333333333333333
838,0.5
839,0.0
840,0.25
841,0.0
842,0.25
843,0.0
844,0.2
845,0.0
846,0.6956521739130435
847,0.0
848,0.375
849,0.2
850,1.0
851,0.4
852,0.0
853,1.0
854,0.3333333333333333
855,1.0
856,0.0
857,1.0
858,0.39490445859872614
859,0.5263157894736842
860,0.4966442953020134
861,0.40425531914893614
862,0.5769230769230769
863,0.6896551724137931
864,0.6458333333333334
865,0.0
866,0.41509433962264153
867,0.2549019607843137
868,0.0
869,0.1
870,0.25
871,0.275
872,0.38596491228070173
873,0.3333333333333333
874,0.484375
875,0.25
876,0.47058823529411764
877,0.0
878,0.425531914893617
879,0.6774193548387096
880,0.475
881,0.4
882,0.5568181818181818
883,0.6808510638297872
884,0.5
885,0.36065573770491804
886,0.0
887,0.0
888,0.1
889,0.5294117647058824
890,0.25
891,0.6
892,0.6666666666666666
893,0.0
894,0.6923076923076923
895,0.2222222222222222
896,0.4117647058823529
897,0.14285714285714285
898,0.5
899,0.75
900,0.4444444444444444
901,0.0
902,0.625
903,0.1
904,0.0
905,0.0
906,0.3333333333333333
907,0.0
908,0.0
909,0.4
910,0.6666666666666666
911,0.2
912,1.0
913,0.2857142857142857
914,0.0
915,0.0
916,0.07142857142857142
917,0.9230769230769231
918,0.5714285714285714
919,0.3333333333333333
920,0.2857142857142857
921,0.0
922,1.0
923,0.0
924,1.0
925,1.0
926,0.19718309859154928
927,0.3333333333333333
928,0.45544554455445546
929,0.3974358974358974
930,0.6956521739130435
931,0.9354838709677419
932,0.5594405594405595
933,0.7727272727272727
934,0.5704697986577181
935,0.9545454545454546
936,0.5142857142857142
937,0.21428571428571427
938,0.37662337662337664
939,0.0
940,0.2647058823529412
941,0.4838709677419355
942,0.2
943,0.25
944,0.4666666666666667
945,0.8333333333333334
946,0.5294117647058824
947,0.5
948,0.4
949,0.19148936170212766
950,0.16666666666666666
951,0.13157894736842105
952,0.3333333333333333
953,0.6666666666666666
954,0.3076923076923077
955,0.14285714285714285
956,0.16666666666666666
957,0.0
958,0.18181818181818182
959,0.0
960,0.20833333333333334
961,0.4666666666666667
962,0.8
963,0.2
964,0.0
965,0.5
966,0.5
967,0.5714285714285714
968,0.75
969,0.0
970,0.0
971,0.5
972,0.5
973,0.14285714285714285
974,0.4
975,0.0
976,0.0
977,0.25925925925925924
978,0.2
979,0.0
980,0.5
981,0.0
982,0.0
983,0.2857142857142857
984,1.0
985,0.42857142857142855
986,0.16666666666666666
987,0.6
988,0.6470588235294118
989,0.42857142857142855
990,0.35714285714285715
991,0.0
992,0.0
993,1.0
994,0.5
995,0.0
996,1.0
997,0.0
998,0.0
999,0.0
1000,0.2872340425531915
1001,0.6086956521739131
1002,0.5701754385964912
1003,0.8
1004,0.8235294117647058
1005,0.05714285714285714
1006,0.7384615384615385
1007,0.5076923076923077
1008,0.3968253968253968
1009,0.3050847457627119
1010,0.4
1011,0.38461538461538464
1012,0.59375
1013,0.4
1014,0.2
1015,0.6309523809523809
1016,0.6666666666666666
1017,0.26666666666666666
1018,0.25396825396825395
1019,0.7017543859649122
1020,0.3780487804878049
1021,0.648
1022,0.2
1023,0.23529411764705882
1024,0.34615384615384615
1025,0.6666666666666666
1026,0.625
1027,0.0
1028,0.5
1029,0.0
1030,0.5
1031,0.23076923076923078
1032,0.5833333333333334
1033,0.7142857142857143
1034,0.08695652173913043
1035,0.64
1036,0.0
1037,0.0
1038,0.5
1039,0.25
1040,0.0
1041,0.2
1042,0.4
1043,0.5
1044,0.3333333333333333
1045,0.25
1046,0.0
1047,0.0
1048,0.3333333333333333
1049,0.75
1050,1.0
1051,1.0
1052,0.125
1053,0.2222222222222222
1054,0.4
1055,0.0
1056,0.8
1057,0.56
1058,0.4166666666666667
1059,0.7142857142857143
1060,0.3333333333333333
1061,0.16666666666666666
1062,1.0
1063,0.0
1064,0.0
1065,0.5643939393939394
1066,0.43448275862068964
1067,0.6637168141592921
1068,0.7130434782608696
1069,0.4276729559748428
1070,0.453125
1071,0.2916666666666667
1072,0.46153846153846156
1073,0.3194444444444444
1074,0.47560975609756095
1075,0.6595744680851063
1076,0.6363636363636364
1077,0.14
1078,0.5333333333333333
1079,0.5384615384615384
1080,0.5333333333333333
1081,0.125
1082,0.18181818181818182
1083,0.6944444444444444
1084,0.855072463768116
1085,0.0
1086,0.4444444444444444
1087,0.5
1088,0.45454545454545453
1089,0.125
1090,0.42857142857142855
1091,0.09090909090909091
1092,0.34146341463414637
1093,0.8928571428571429
1094,0.08695652173913043
1095,0.4
1096,0.48148148148148145
1097,0.8125
1098,0.5714285714285714
1099,0.09523809523809523
1100,0.6666666666666666
1101,0.0
1102,0.0
1103,0.2222222222222222
1104,0.5833333333333334
1105,0.125
1106,0.0
1107,0.3333333333333333
1108,0.625
1109,0.5
1110,0.5
1111,0.8125
1112,1.0
1113,0.0
1114,1.0
1115,0.16666666666666666
1116,0.0
1117,0.5
1118,0.0
1119,0.0
1120,1.0
1121,1.0
1122,0.0
1123,0.0
1124,0.375
1125,0.4
1126,0.6666666666666666
1127,0.0
1128,0.3333333333333333
1129,0.2857142857142857
1130,1.0
1131,1.0
1132,0.5
1133,1.0
1134,0.0
1135,0.0
1136,1.0
1137,0.0
1138,0.7368421052631579
1139,0.6666666666666666
1140,0.6666666666666666
1141,0.5
1142,0.5
1143,0.0
1144,0.0
1145,1.0
1146,0.0
1147,0.0
1148,1.0
1149,0.0
1150,0.0
