,past_medal_avg_num
690,3.8181818181818183
691,3.3333333333333335
692,16.875
693,5.25
694,7.4
695,0.0
696,3.142857142857143
697,1.0
698,1.5
699,2.5
700,5.25
701,6.2
702,0.0
703,2.3333333333333335
704,2.0
705,4.2
706,1.5
707,1.5
708,2.0
709,0.0
710,2.8333333333333335
711,1.0
712,1.0
713,1.6666666666666667
714,1.0
715,1.4
716,3.1666666666666665
717,6.947368421052632
718,9.473684210526315
719,16.55
720,6.095238095238095
721,7.4
722,7.75
723,10.866666666666667
724,20.285714285714285
725,2.3846153846153846
726,0.0
727,27.1
728,15.285714285714286
729,0.0
730,72.47619047619048
731,6.421052631578948
732,17.1
733,8.0
734,26.0
735,0.0
736,0.0
737,6.0588235294117645
738,22.545454545454547
739,4.75
740,20.1
741,3.5
742,13.384615384615385
743,7.2631578947368425
744,0.0
745,0.0
746,16.77777777777778
747,5.0
748,2.0
749,0.0
750,4.928571428571429
751,0.0
752,1.0
753,3.3
754,0.0
755,4.7272727272727275
756,14.444444444444445
757,0.0
758,0.0
759,1.25
760,0.0
761,3.25
762,3.3333333333333335
763,0.0
764,0.0
765,1.75
766,1.5
767,4.166666666666667
768,2.0
769,2.4285714285714284
770,2.6923076923076925
771,0.0
772,2.0
773,1.0
774,0.0
775,3.5833333333333335
776,1.7142857142857142
777,1.0
778,2.0
779,4.0
780,1.0
781,2.0
782,0.0
783,1.3333333333333333
784,7.3
785,10.4
786,8.454545454545455
787,19.38095238095238
788,5.888888888888889
789,6.0
790,16.523809523809526
791,1.0
792,72.13636363636364
793,21.869565217391305
794,47.0
795,9.0
796,8.047619047619047
797,15.133333333333333
798,20.59090909090909
799,2.7142857142857144
800,18.0
801,1.3333333333333333
802,4.6
803,27.75
804,13.642857142857142
805,17.523809523809526
806,1.75
807,9.1
808,29.181818181818183
809,1.5
810,1.5
811,3.3076923076923075
812,6.35
813,4.833333333333333
814,2.0
815,3.769230769230769
816,0.0
817,4.8
818,1.75
819,5.0
820,16.6
821,11.125
822,7.1
823,9.0
824,4.866666666666666
825,1.0
826,2.5714285714285716
827,3.272727272727273
828,0.0
829,0.0
830,1.0
831,2.0
832,2.5
833,1.3333333333333333
834,13.842105263157896
835,2.0
836,10.0
837,1.0
838,2.5
839,0.0
840,3.375
841,0.0
842,3.238095238095238
843,2.0
844,1.5
845,4.0
846,2.5
847,1.6
848,2.0
849,1.3333333333333333
850,2.0
851,3.5384615384615383
852,0.0
853,1.0
854,3.0
855,1.0
856,1.3333333333333333
857,1.0
858,11.904761904761905
859,7.666666666666667
860,29.916666666666668
861,3.142857142857143
862,9.416666666666666
863,6.0
864,14.5
865,4.0
866,21.0
867,17.681818181818183
868,1.5
869,3.4285714285714284
870,2.0
871,16.40909090909091
872,21.958333333333332
873,2.3333333333333335
874,54.5
875,8.0
876,11.5
877,2.0
878,15.1875
879,5.466666666666667
880,3.066666666666667
881,1.3333333333333333
882,71.69565217391305
883,30.6
884,3.2941176470588234
885,10.363636363636363
886,2.2
887,4.0
888,4.0
889,15.818181818181818
890,3.1363636363636362
891,4.333333333333333
892,6.238095238095238
893,0.0
894,14.133333333333333
895,4.071428571428571
896,8.045454545454545
897,7.0476190476190474
898,1.1666666666666667
899,2.7333333333333334
900,1.6666666666666667
901,2.8333333333333335
902,1.5
903,4.846153846153846
904,3.3333333333333335
905,8.0
906,18.818181818181817
907,13.3
908,2.5
909,1.5
910,11.058823529411764
911,3.0
912,1.25
913,5.947368421052632
914,1.1818181818181819
915,0.0
916,0.0
917,2.7777777777777777
918,2.125
919,2.3333333333333335
920,4.0
921,0.0
922,1.0
923,1.5
924,1.0
925,1.0
926,4.666666666666667
927,3.1333333333333333
928,30.384615384615383
929,10.23076923076923
930,33.0
931,7.863636363636363
932,60.0
933,5.8
934,12.863636363636363
935,14.0
936,71.375
937,3.2222222222222223
938,21.88
939,3.5714285714285716
940,8.043478260869565
941,15.0
942,2.0
943,2.0
944,3.1875
945,4.428571428571429
946,16.058823529411764
947,1.25
948,2.0
949,11.416666666666666
950,2.6666666666666665
951,21.166666666666668
952,17.73913043478261
953,3.217391304347826
954,8.0
955,2.3333333333333335
956,4.0
957,3.142857142857143
958,6.7727272727272725
959,0.0
960,2.4
961,12.333333333333334
962,1.6666666666666667
963,10.88888888888889
964,3.5384615384615383
965,5.142857142857143
966,2.0
967,6.0
968,2.8125
969,1.0
970,0.0
971,2.8
972,1.4
973,18.26086956521739
974,15.25
975,1.1666666666666667
976,1.5
977,16.26086956521739
978,4.666666666666667
979,1.0
980,1.4
981,2.0
982,1.0
983,2.5
984,1.0
985,7.666666666666667
986,6.0
987,12.761904761904763
988,3.0
989,2.2222222222222223
990,4.111111111111111
991,1.4285714285714286
992,1.25
993,6.0
994,2.5
995,1.0
996,1.5
997,1.3333333333333333
998,0.0
999,1.8888888888888888
1000,30.428571428571427
1001,7.826086956521739
1002,13.652173913043478
1003,3.1875
1004,5.809523809523809
1005,2.25
1006,5.125
1007,58.75
1008,22.384615384615383
1009,3.4705882352941178
1010,1.8
1011,15.833333333333334
1012,38.42857142857143
1013,7.0
1014,2.2857142857142856
1015,16.22222222222222
1016,5.764705882352941
1017,11.923076923076923
1018,11.071428571428571
1019,8.291666666666666
1020,21.16
1021,71.2
1022,2.4
1023,17.916666666666668
1024,3.210526315789474
1025,5.782608695652174
1026,13.588235294117647
1027,3.5
1028,1.3333333333333333
1029,4.5
1030,4.625
1031,2.823529411764706
1032,10.631578947368421
1033,12.5
1034,17.666666666666668
1035,17.0
1036,1.0
1037,3.357142857142857
1038,5.2
1039,6.6521739130434785
1040,1.0
1041,3.25
1042,8.5
1043,14.461538461538462
1044,1.2307692307692308
1045,2.875
1046,2.0
1047,3.25
1048,2.8
1049,3.0
1050,2.0
1051,1.0
1052,6.0
1053,3.4
1054,4.75
1055,1.0
1056,12.318181818181818
1057,3.272727272727273
1058,4.4
1059,2.2
1060,1.25
1061,1.8
1062,1.0
1063,1.4545454545454546
1064,1.0
1065,70.76923076923077
1066,23.11111111111111
1067,42.375
1068,57.2
1069,30.466666666666665
1070,16.57894736842105
1071,21.03846153846154
1072,11.6
1073,17.76
1074,14.083333333333334
1075,8.041666666666666
1076,15.6
1077,3.7777777777777777
1078,5.705882352941177
1079,4.545454545454546
1080,3.5833333333333335
1081,2.4
1082,11.928571428571429
1083,3.4
1084,8.44
1085,3.0
1086,7.8
1087,2.0
1088,6.5
1089,3.8
1090,5.5
1091,3.0588235294117645
1092,5.961538461538462
1093,17.16
1094,3.375
1095,16.8
1096,0.0
1097,10.45
1098,4.555555555555555
1099,5.666666666666667
1100,3.0
1101,4.6
1102,4.6
1103,4.0
1104,12.0
1105,5.125
1106,2.0
1107,6.6
1108,2.3636363636363638
1109,2.5
1110,2.6666666666666665
1111,13.166666666666666
1112,0.0
1113,1.0
1114,2.0
1115,1.2
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,1.0
1122,1.0
1123,1.0
1124,0.0
1125,2.888888888888889
1126,1.2857142857142858
1127,1.2
1128,2.1818181818181817
1129,2.1666666666666665
1130,13.571428571428571
1131,1.3571428571428572
1132,2.5
1133,0.0
1134,0.0
1135,0.0
1136,1.2857142857142858
1137,1.0
1138,5.636363636363637
1139,2.888888888888889
1140,1.4
1141,2.0
1142,3.2083333333333335
1143,1.5
1144,3.0
1145,11.869565217391305
1146,2.2
1147,2.5
1148,1.4166666666666667
1149,0.0
1150,1.0
